time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010449200000	18.6799	17.2195	4.85438	2.23701	0.622106	lidar	2.20584	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5742	17.4237	4.86554	2.22857	0.556719	radar	5.66536	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3453	17.6349	5.02616	2.27678	0.576766	lidar	3.68443	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.2027	17.8316	5.03061	2.28419	0.53972	radar	2.3865	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0796	18.0059	4.93187	2.301	0.529823	lidar	1.04964	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9061	18.159	4.8703	2.34181	0.552297	radar	1.99599	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7946	18.2794	4.6613	2.36321	0.54583	lidar	1.10595	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6683	18.4527	4.61409	2.37225	0.52232	radar	6.66322	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4562	18.6505	4.77144	2.40132	0.525437	lidar	0.590578	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2812	18.7874	4.72282	2.43451	0.535733	radar	1.70219	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1282	18.915	4.62536	2.45966	0.534056	lidar	0.229439	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9608	19.085	4.64459	2.47282	0.516154	radar	3.15395	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7384	19.2056	4.68027	2.51275	0.529534	lidar	2.68524	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5438	19.3635	4.732	2.5356	0.527956	radar	3.25936	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.2989	19.5407	4.90848	2.56068	0.52643	lidar	0.741648	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0792	19.6227	4.86247	2.60842	0.553936	radar	10.0785	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8702	19.7685	4.89939	2.6288	0.546924	lidar	0.708439	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6885	19.8866	4.78265	2.63809	0.513998	radar	3.39524	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4422	20.0499	4.93676	2.65549	0.505476	lidar	1.11271	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2191	20.2002	4.98766	2.66659	0.486715	radar	5.60652	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0459	20.3184	4.88813	2.68097	0.477857	lidar	2.10071	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8145	20.4031	4.89374	2.71561	0.491603	radar	2.04924	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6026	20.5182	4.88963	2.73339	0.485238	lidar	0.647288	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3576	20.6123	4.96155	2.76548	0.499447	radar	1.12922	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1141	20.6838	4.96741	2.79718	0.505757	lidar	0.643334	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8703	20.7603	5.01161	2.82921	0.518065	radar	0.316394	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.5896	20.8274	5.10035	2.86185	0.523741	lidar	1.36792	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3311	20.8658	5.17509	2.90845	0.557326	radar	2.42823	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.0979	20.8988	5.10558	2.94227	0.563626	lidar	0.298216	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8627	20.9587	5.07364	2.96443	0.557167	radar	1.81463	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.6933	20.9865	4.86917	2.99191	0.559361	lidar	2.26931	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4301	21.0322	4.95214	3.01832	0.559461	radar	2.52627	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.1866	21.0679	4.95257	3.04332	0.556613	lidar	0.113787	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9458	21.0888	4.96928	3.07357	0.562889	radar	1.01235	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7145	21.0552	4.90019	3.11779	0.579377	lidar	2.02925	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
