time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.2521	-6.45591	4.96462	2.33553	-0.526589	radar	0.872406	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461550000	-24.5633	-6.26166	4.67844	2.30371	-0.530425	radar	4.46983	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461650000	-24.8298	-5.92688	4.59339	2.24842	-0.536213	radar	0.568945	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461750000	-25.1007	-5.45318	4.7208	2.17598	-0.545061	radar	1.35404	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461850000	-25.3759	-5.17517	4.70134	2.16118	-0.501155	radar	1.31043	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461950000	-25.5454	-5.212	4.25858	2.19177	-0.43265	radar	5.59425	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462050000	-25.7987	-4.75581	4.40466	2.13442	-0.439803	radar	0.291132	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462150000	-26.062	-4.34973	4.22959	2.06128	-0.498136	radar	11.4201	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462250000	-26.2484	-3.88718	4.15996	1.96907	-0.562696	radar	3.64083	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462350000	-26.3761	-3.33044	4.27933	1.86271	-0.621711	radar	1.57678	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462450000	-26.4725	-3.0224	4.14383	1.81035	-0.61981	radar	0.387906	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462550000	-26.5864	-2.46368	4.35734	1.7477	-0.602615	radar	1.35675	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462650000	-26.6413	-1.93333	4.47658	1.6924	-0.576015	radar	2.74196	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462750000	-26.6405	-1.60281	4.31926	1.62046	-0.609178	radar	1.42458	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462850000	-26.7005	-1.28298	4.17983	1.57929	-0.596227	radar	3.58377	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462950000	-26.7056	-0.639059	4.53725	1.50131	-0.619854	radar	2.36987	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463050000	-26.6786	-0.15914	4.61079	1.43697	-0.62952	radar	2.01498	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463150000	-26.6461	0.233332	4.44734	1.39635	-0.596002	radar	2.07597	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463250000	-26.5513	0.566289	4.15242	1.35634	-0.54991	radar	5.6736	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463350000	-26.4752	0.912977	3.99948	1.31404	-0.527584	radar	1.60415	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463450000	-26.3495	1.52442	4.27726	1.26359	-0.523275	radar	0.291535	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463550000	-26.2153	2.04046	4.27547	1.22983	-0.487588	radar	1.09584	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463650000	-26.051	2.6117	4.61205	1.17196	-0.514538	radar	2.65902	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463750000	-25.8834	3.22432	4.81402	1.13857	-0.497786	radar	2.0979	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463850000	-25.6708	3.51637	4.67025	1.07509	-0.512217	radar	0.597806	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463950000	-25.4395	3.8801	4.59904	1.02162	-0.511345	radar	0.189156	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464050000	-25.1225	4.28271	4.51519	0.968478	-0.495721	radar	9.04286	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464150000	-24.8058	4.73359	4.62106	0.920572	-0.489931	radar	2.13922	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464250000	-24.4834	5.13676	4.84728	0.860167	-0.512757	radar	0.81674	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464350000	-24.2087	5.31493	4.72322	0.782988	-0.545193	radar	1.84022	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464450000	-23.8662	5.80299	4.5107	0.768987	-0.48701	radar	4.42721	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464550000	-23.5565	6.20164	4.50915	0.742592	-0.464301	radar	1.3077	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464650000	-23.2049	6.33282	4.35826	0.663556	-0.488905	radar	4.39716	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464750000	-22.7828	6.66485	4.63949	0.613313	-0.495828	radar	1.91226	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464850000	-22.2929	7.14918	5.1975	0.583369	-0.494884	radar	2.99048	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464950000	-21.7888	7.87049	5.39533	0.639145	-0.392622	radar	6.54186	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465050000	-21.4221	8.09743	5.23538	0.592502	-0.39626	radar	1.66407	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465150000	-20.9135	8.64881	5.36968	0.614022	-0.335544	radar	2.80914	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465250000	-20.3848	8.99949	5.68439	0.558401	-0.374824	radar	3.24029	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465350000	-19.9741	9.22114	5.37327	0.528911	-0.350659	radar	1.58172	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465450000	-19.6175	9.31521	4.96031	0.47855	-0.348905	radar	1.72054	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465550000	-19.0334	9.7385	5.43842	0.466967	-0.341089	radar	2.27786	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465650000	-18.7082	9.68724	5.07826	0.379027	-0.387809	radar	3.30513	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465750000	-18.2642	9.62435	5.17397	0.280835	-0.447516	radar	7.22393	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465850000	-17.716	9.84022	5.0014	0.258965	-0.415893	radar	3.28617	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465950000	-17.2011	10.0213	5.08493	0.22925	-0.407155	radar	0.171823	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466050000	-16.6953	10.1372	5.05839	0.192048	-0.401676	radar	0.165557	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466150000	-16.1578	10.3146	5.12834	0.173377	-0.383235	radar	0.386135	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466250000	-15.6715	10.4103	4.98135	0.145573	-0.367725	radar	0.398051	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466350000	-14.977	10.633	5.54992	0.137077	-0.355198	radar	5.64867	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466450000	-14.5776	10.5186	4.91097	0.0806126	-0.345927	radar	7.65637	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466550000	-14.0574	10.5632	4.98396	0.048368	-0.34455	radar	0.323396	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466650000	-13.5385	10.6627	4.77188	0.045991	-0.306995	radar	1.59616	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466750000	-13.024	10.7128	4.90979	0.0218126	-0.305213	radar	0.206407	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466850000	-12.4415	10.8736	4.96744	0.0421706	-0.259045	radar	1.41648	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466950000	-11.9427	10.9166	4.88683	0.029731	-0.242315	radar	0.217543	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467050000	-11.3618	10.9867	5.02782	0.0261797	-0.2246	radar	1.49709	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467150000	-11.0047	10.7624	5.17379	-0.0968344	-0.333389	radar	6.2826	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467250000	-10.5298	10.7228	4.97419	-0.123895	-0.323311	radar	0.772497	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467350000	-10.0001	10.8158	4.56187	-0.0943838	-0.253998	radar	6.41033	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467450000	-9.72986	10.6269	4.26682	-0.17254	-0.297044	radar	2.3063	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467550000	-9.32329	10.5281	4.14992	-0.206894	-0.297206	radar	0.642062	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467650000	-8.94918	10.3803	4.03671	-0.254256	-0.308498	radar	1.62513	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467750000	-8.36144	10.4912	4.12082	-0.194663	-0.228527	radar	5.76157	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467850000	-7.78191	10.5453	4.19598	-0.145385	-0.159538	radar	3.35087	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467950000	-7.31603	10.6116	4.07884	-0.100154	-0.0974299	radar	3.24369	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
